time;data;year;month;su;label;tillage;tillage_d;ov_time;conv;time_conv;cover;crop;x;y;coor1;cood2;state;muni;ID;prof;FCO2;v1;v2;v3;v4;v5;v6;v7;v8;v9;v10;v11;v12;v13;v14;v15;v16;v17;v18;v19;v20;v21
Espacial;03/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1037.00;01/01/2000;8.00;palha;cana-de-açúcar;26.26776695;22.73223305;7630380.066;794031.99;SP;Guariba;76;0-0.1;1.55;23.3;37;5.1;23;25;4.8;35;13;38;52.8;90.8;58.14977974;1.226890307;5.056280497;36.38404258;41.44032308;4.440323077;146.5;234.5;619;2442.414674
Espacial;03/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1037.00;01/01/2000;8.00;palha;cana-de-açúcar;26.62;22.38;7630380.066;794031.99;SP;Guariba;77;0-0.1;3.4;23.4;29;4.9;25;12;5.4;33;16;47;54.4;101.4;53.64891519;1.196762211;5.514751526;35.08504133;40.59979286;11.59979286;144;241;615;2219.384729
Espacial;03/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1037.00;01/01/2000;8.00;palha;cana-de-açúcar;26.97487373;22.02512627;7630380.066;794031.99;SP;Guariba;78;0-0.1;3.73;23;21;4.6;22;10;2.7;28;12;52;42.7;94.7;45.08975713;1.013810438;11.0054879;36.60236212;47.60785002;26.60785002;145.5;234.5;620;2651.393446
Espacial;03/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1037.00;01/01/2000;8.00;palha;cana-de-açúcar;27.68198052;21.31801948;7630380.066;794031.99;SP;Guariba;79;0-0.1;1.81;23.1;28;4.4;22;12;6.1;19;8;58;33.1;91.1;36.33369923;1.171327984;8.27649368;37.23548878;45.51198246;17.51198246;138;210.5;651.5;2238.405695
Espacial;03/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1037.00;01/01/2000;8.00;palha;cana-de-açúcar;34.75304833;14.24695167;7630380.066;794031.99;SP;Guariba;80;0-0.1;1.94;24.2;20;5.2;23;14;3.1;40;16;38;59.1;97.1;60.86508754;1.111508431;9.542746999;35.59809224;45.14083924;25.14083924;145.5;253;601.5;2146.55109
Espacial;03/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1037.00;01/01/2000;8.00;palha;cana-de-açúcar;41.82411614;7.175883861;7630380.066;794031.99;SP;Guariba;81;0-0.1;3.13;23.5;26;4.7;27;10;7.9;24;12;52;43.9;95.9;45.77685089;1.0882574;9.346259415;36.07839523;45.42465464;19.42465464;142;229.5;628.5;1690.646058
Espacial;03/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1037.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;24.5;7630380.066;794031.99;SP;Guariba;82;0-0.1;3.22;23.5;21;4.6;27;17;2.8;29;12;58;43.8;101.8;43.02554028;1.149168551;4.510481652;36.656942;41.16742365;20.16742365;142.5;261.5;596;1969.132625
Espacial;03/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1037.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;24.5;7630380.066;794031.99;SP;Guariba;83;0-0.1;2.01;24.3;27;4.4;25;22;3.4;27;7;64;37.4;101.4;36.88362919;1.235950568;4.565061536;34.82305788;39.38811942;12.38811942;149;244.5;606.5;2297.355876
Espacial;03/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1037.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;24.5;7630380.066;794031.99;SP;Guariba;84;0-0.1;2.47;23.7;24;4.7;24;19;4.7;35;14;52;53.7;105.7;50.80416272;1.227108626;2.578353742;38.33800244;40.91635619;16.91635619;143.5;244.5;612;2269.646624
Espacial;03/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1037.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;24.5;7630380.066;794031.99;SP;Guariba;85;0-0.1;1.84;23.6;32;4.3;25;18;5.7;22;7;72;34.7;106.7;32.52108716;1.245229148;4.183002345;35.86007569;40.04307803;8.043078035;147;237;616;2251.394296
Espacial;03/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1037.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;24.5;7630380.066;794031.99;SP;Guariba;86;0-0.1;1.72;26.27;47;4.4;30;20;7.1;28;10;88;45.1;133.1;33.88429752;1.163468481;9.106107924;35.0522934;44.15840132;-2.841598677;149.5;284.5;566;1933.039582
Espacial;03/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1037.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;24.5;7630380.066;794031.99;SP;Guariba;87;0-0.1;2.52;23.95;36;5.3;27;25;6.4;49;21;38;76.4;114.4;66.78321678;1.204621714;3.691783385;38.01052314;41.70230652;5.702306522;145;289;566;2134.42414
Espacial;03/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1037.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;24.5;7630380.066;794031.99;SP;Guariba;88;0-0.1;1.16;25.69;39;4.5;27;19;5.8;27;10;64;42.8;106.8;40.07490637;1.170127227;8.527561148;34.89946972;43.42703087;4.427030871;145;282.5;572.5;2063.431576
Espacial;03/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1037.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;24.5;7630380.066;794031.99;SP;Guariba;89;0-0.1;2.29;25.42;29;4.6;27;25;8.5;27;13;58;48.5;106.5;45.5399061;1.101684052;15.79760176;30.22743161;46.02503337;17.02503337;146;284.5;569.5;1771.669259
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;0;24.5;7630380.066;794031.99;SP;Guariba;1;0-0.1;4.04;24.61;28;4.6;20;20;4.1;27;9;52;40.1;92.1;43.53963084;1.209643063;2.491025927;35.3361088;37.82713473;9.827134725;143;241.5;615.5;2629.386976
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;10;24.5;7630380.066;794031.99;SP;Guariba;2;0-0.1;2.83;25.54;25;4.5;25;20;5.5;21;9;58;35.5;93.5;37.96791444;1.188466068;7.81802265;33.67688031;41.49490296;16.49490296;148.5;242;609.5;2168.80671
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;20;24.5;7630380.066;794031.99;SP;Guariba;3;0-0.1;2.63;25.42;34;4.7;26;17;4;30;13;58;47;105;44.76190476;1.20178356;6.038718417;34.11351939;40.1522378;6.152237803;139.5;249;611.5;2123.590294
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;21;24.5;7630380.066;794031.99;SP;Guariba;4;0-0.1;2.95;26.16;29;5.3;26;21;6.1;49;21;38;76.1;114.1;66.69588081;1.185846234;3.538959709;37.23548878;40.77444849;11.77444849;143.5;264;592.5;2265.963169
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;21.5;24.5;7630380.066;794031.99;SP;Guariba;5;0-0.1;3.34;26.35;31;4.7;28;19;4.4;36;13;58;53.4;111.4;47.93536804;1.250032178;6.69367703;34.97588156;41.66955859;10.66955859;137;250;613;1945.910869
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;22;24.5;7630380.066;794031.99;SP;Guariba;6;0-0.1;1.45;25.99;30;4.3;27;16;8.9;23;8;72;39.9;111.9;35.65683646;1.200691962;3.244228332;36.43862246;39.6828508;9.682850797;144;237;619;1936.77659
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;22.5;24.5;7630380.066;794031.99;SP;Guariba;7;0-0.1;1.05;27.01;29;4;27;17;11.5;18;6;88;35.5;123.5;28.74493927;1.210298022;4.696053259;37.19182487;41.88787813;12.88787813;143;247.5;609.5;2071.468378
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;23;24.5;7630380.066;794031.99;SP;Guariba;8;0-0.1;0.89;26.24;37;4.1;24;20;12.5;16;6;72;34.5;106.5;32.3943662;1.16390512;6.224290024;34.55015846;40.77444849;3.774448486;143;240.5;616.5;2247.120398
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;23.5;24.5;7630380.066;794031.99;SP;Guariba;9;0-0.1;1.46;26.69;34;4.6;24;19;4.5;25;9;58;38.5;96.5;39.89637306;1.146221238;8.887788386;32.27963527;41.16742365;7.167423654;138;254;608;2014.489843
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24;24.5;7630380.066;794031.99;SP;Guariba;10;0-0.1;2.36;26.87;32;4.1;26;15;7.8;18;6;80;31.8;111.8;28.44364937;1.204403394;5.132692335;36.56961419;41.70230652;9.702306522;138.5;246.5;615;1924.216417
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;24.5;7630380.066;794031.99;SP;Guariba;11;0-0.1;1.63;26.51;34;4.3;25;17;5.7;23;9;72;37.7;109.7;34.36645397;1.246539065;3.167816494;38.02143911;41.18925561;7.189255608;141;231;628;2293.187996
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;25;24.5;7630380.066;794031.99;SP;Guariba;12;0-0.1;1.98;27.16;36;4.4;26;18;6.5;22;8;64;36.5;100.5;36.31840796;1.190540104;4.073842576;36.74426982;40.81811239;4.818112394;144;233;623;1929.200839
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;25.5;24.5;7630380.066;794031.99;SP;Guariba;13;0-0.1;2.36;26.68;28;4.7;27;18;6.6;40;15;52;61.6;113.6;54.22535211;1.21575601;4.128422461;36.30763074;40.4360532;12.4360532;140;251.5;608.5;2217.775139
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;26;24.5;7630380.066;794031.99;SP;Guariba;14;0-0.1;1.38;26.31;37;4.5;26;17;5;27;10;64;42;106;39.62264151;1.248722261;2.261790412;37.51930418;39.78109459;2.781094589;142.5;246;611.5;2177.379687
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;26.5;24.5;7630380.066;794031.99;SP;Guariba;15;0-0.1;1.61;27;36;4.6;26;17;4.4;27;11;58;42.4;100.4;42.2310757;1.215210212;5.864062787;34.88855375;40.75261653;4.752616533;146.5;240;613.5;2017.255744
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;27;24.5;7630380.066;794031.99;SP;Guariba;16;0-0.1;1.01;27.09;35;4.5;27;16;6.4;31;13;64;50.4;114.4;44.05594406;1.256690924;4.030178669;35.89282362;39.92300229;4.923002289;143;246;611;1979.675752
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;27.5;24.5;7630380.066;794031.99;SP;Guariba;17;0-0.1;1.39;27.35;37;4.1;24;17;6.6;16;7;88;29.6;117.6;25.17006803;1.246866545;2.327286273;37.92319532;40.2504816;3.250481596;141.5;235;623.5;2401.617353
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;28;24.5;7630380.066;794031.99;SP;Guariba;18;0-0.1;1.33;27.27;32;4.2;23;15;11.8;21;8;64;40.8;104.8;38.93129771;1.262585551;1.923395128;37.27915269;39.20254781;7.202547814;142;239;619;2441.95834
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;29;24.5;7630380.066;794031.99;SP;Guariba;19;0-0.1;1.33;27.71;45;4.6;22;18;4.7;30;13;58;47.7;105.7;45.12771996;1.254398569;4.23758223;35.95831948;40.19590171;-4.804098289;132.5;254.5;613;2761.009338
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;39;24.5;7630380.066;794031.99;SP;Guariba;20;0-0.1;3.55;27.79;28;4.8;23;16;6.3;31;16;47;53.3;100.3;53.14057827;1.255162687;4.019262692;35.46710052;39.48636321;11.48636321;144.5;251.5;604;2301.183766
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;49;24.5;7630380.066;794031.99;SP;Guariba;21;0-0.1;1.68;27.21;30;4.5;21;20;2.9;23;10;58;35.9;93.9;38.23216187;1.191413382;3.659035454;35.66358811;39.32262356;9.32262356;142.5;239;618.5;2259.388818
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;41.82411614;41.82411614;7630380.066;794031.99;SP;Guariba;22;0-0.1;1.99;24.36;33;5.1;29;38;6.5;40;18;38;64.5;102.5;62.92682927;1.09808178;8.756796663;34.84488984;43.6016865;10.6016865;148;305;547;1430.595639
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;34.75304833;34.75304833;7630380.066;794031.99;SP;Guariba;23;0-0.1;5.57;25.51;35;4.6;23;20;7.2;29;11;52;47.2;99.2;47.58064516;1.22055904;4.172086368;36.98442131;41.15650768;6.156507678;142.5;278;579.5;2085.72129
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;27.68198052;27.68198052;7630380.066;794031.99;SP;Guariba;24;0-0.1;8.28;26.24;27;4.4;25;19;6.4;21;10;72;37.4;109.4;34.18647166;1.023743977;12.97036374;34.41916674;47.38953048;20.38953048;140.5;263.5;596;1686.094839
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;26.97487373;26.97487373;7630380.066;794031.99;SP;Guariba;25;0-0.1;7.57;27.06;26;4.7;23;18;6.7;26;13;58;45.7;103.7;44.06943105;1.070355198;8.374737472;38.22884268;46.60358015;20.60358015;138;263.5;598.5;1889.104774
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;26.62;26.62;7630380.066;794031.99;SP;Guariba;26;0-0.1;3.53;26.39;34;4.8;26;18;4.1;31;14;58;49.1;107.1;45.84500467;1.051688878;10.26320147;35.77274787;46.03594935;12.03594935;142.5;259.5;598;1634.044584
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;26.26776695;26.26776695;7630380.066;794031.99;SP;Guariba;27;0-0.1;4.08;26.36;31;4.4;26;15;7.6;23;10;72;40.6;112.6;36.05683837;1.191413382;4.248498207;38.38166635;42.63016456;11.63016456;137;258.5;604.5;1781.598317
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;25.91;25.91;7630380.066;794031.99;SP;Guariba;28;0-0.1;2.97;26.74;37;4.8;22;22;6.2;33;14;52;53.2;105.2;50.57034221;1.225907869;3.768195223;38.99296106;42.76115628;5.761156281;137;265.5;597.5;2232.852936
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;25.56066017;25.56066017;7630380.066;794031.99;SP;Guariba;29;0-0.1;2.58;25.65;34;4.6;20;19;5.7;25;10;52;40.7;92.7;43.90507012;1.185191275;6.224290024;36.29671477;42.52100479;8.521004789;139.5;244;616.5;2251.621599
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;25.21;25.21;7630380.066;794031.99;SP;Guariba;30;0-0.1;3.1;25.97;30;4.7;23;20;7.4;27;13;52;47.4;99.4;47.6861167;1.156263936;7.916266442;35.49984845;43.41611489;13.41611489;138;257.5;604.5;1995.473905
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24.85355339;24.85355339;7630380.066;794031.99;SP;Guariba;31;0-0.1;2.61;25.31;34;4.6;24;13;6.4;26;13;58;45.4;103.4;43.90715667;1.189775985;5.656659226;37.96685923;43.62351846;9.623518455;138.5;262.5;599;1888.721543
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24.14644661;24.14644661;7630380.066;794031.99;SP;Guariba;32;0-0.1;3.61;26.67;36;4.6;26;14;5.3;31;14;58;50.3;108.3;46.44506002;1.120459532;6.639097146;35.22694903;41.86604618;5.866046176;141;261;598;1720.684246
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;23.79;23.79;7630380.066;794031.99;SP;Guariba;33;0-0.1;3.11;26.88;32;4.5;21;12;4.7;24;11;58;39.7;97.7;40.6345957;1.223397194;5.634827272;35.98015144;41.61497871;9.614978707;144;253.5;602.5;1993.810091
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;23.43933983;23.43933983;7630380.066;794031.99;SP;Guariba;34;0-0.1;2.85;26.02;28;4.7;23;19;6.3;30;14;52;50.3;102.3;49.16911046;1.073957471;10.15404171;35.9037396;46.0577813;18.0577813;136.5;269.5;594;1742.723277
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;23.09;23.09;7630380.066;794031.99;SP;Guariba;35;0-0.1;1.77;26.35;34;4.4;22;10;6.3;19;8;58;33.3;91.3;36.47316539;1.124607603;7.075736222;38.55632198;45.6320582;11.6320582;142.5;249.5;608;1953.064676
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;22.73223305;22.73223305;7630380.066;794031.99;SP;Guariba;36;0-0.1;1.09;27.06;36;4.6;22;11;5.7;27;12;58;44.7;102.7;43.5248296;1.209752223;2.862169141;37.58480004;40.44696918;4.44696918;148;258.5;593.5;1773.708325
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;22.38;22.38;7630380.066;794031.99;SP;Guariba;37;0-0.1;2.5;26.9;37;4.4;21;29;5;21;10;64;36;100;36;1.196653051;5.525667503;34.94313363;40.46880113;3.468801133;141;247.5;611.5;2023.318485
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;22.02512627;22.02512627;7630380.066;794031.99;SP;Guariba;38;0-0.1;4.71;25.88;34;4.6;26;10;8;25;13;58;46;104;44.23076923;1.044266013;8.331073564;38.2179267;46.54900026;12.54900026;138;257;605;1470.612462
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;21.31801948;21.31801948;7630380.066;794031.99;SP;Guariba;39;0-0.1;1.04;26.7;36;4.6;20;12;5.5;25;11;58;41.5;99.5;41.70854271;1.262148912;3.233312356;37.91227935;41.1455917;5.145591701;146;215.5;638.5;1995.643851
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;14.24695167;14.24695167;7630380.066;794031.99;SP;Guariba;40;0-0.1;2.06;27.13;27;4.3;25;14;5.9;21;10;72;36.9;108.9;33.88429752;1.241081077;6.246121978;38.076019;44.32214098;17.32214098;149;220.5;630.5;1975.426673
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;7.175883861;7.175883861;7630380.066;794031.99;SP;Guariba;41;0-0.1;1.75;26.48;31;4.6;23;12;5.5;26;8;58;39.5;97.5;40.51282051;1.102884809;7.163064037;33.54588859;40.70895263;9.708952625;152.5;232;615.5;1624.79014
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;0;7630380.066;794031.99;SP;Guariba;42;0-0.1;1.58;26.6;31;4.9;25;17;8.2;31;12;47;51.2;98.2;52.13849287;1.093715389;12.16258145;31.38452516;43.54710662;12.54710662;144.5;267;588.5;2000.934522
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;10;7630380.066;794031.99;SP;Guariba;43;0-0.1;3.07;26.2;30;4.2;25;15;8.6;25;11;80;44.6;124.6;35.79454254;1.176895133;6.475357493;36.99533729;43.47069478;13.47069478;144.5;275;580.5;2179.431193
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;20;7630380.066;794031.99;SP;Guariba;44;0-0.1;2.03;27.5;36;4.8;25;23;5.7;31;13;47;49.7;96.7;51.39607032;1.171000505;12.19532938;34.15718329;46.35251268;10.35251268;140;269;591;2409.803283
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;21;7630380.066;794031.99;SP;Guariba;45;0-0.1;2.36;26.5;32;4.5;23;19;3.8;29;11;80;43.8;123.8;35.37964459;1.18748363;9.444503207;34.04802353;43.49252673;11.49252673;138;271.5;590.5;2305.696543
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;21.5;7630380.066;794031.99;SP;Guariba;46;0-0.1;2.69;27;32;4.8;25;24;6.6;34;13;58;53.6;111.6;48.02867384;1.209206424;7.850770581;33.1638294;41.01459998;9.014599978;146.5;298.5;555;2145.151647
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;22;7630380.066;794031.99;SP;Guariba;47;0-0.1;4.94;26.4;38;4.6;28;15;3.6;35;15;58;53.6;111.6;48.02867384;1.038698865;15.81943371;31.37360919;47.1930429;9.193042899;139;266;595;1646.304559
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;22.5;7630380.066;794031.99;SP;Guariba;48;0-0.1;3.94;26.2;31;4.8;26;16;5.8;31;15;52;51.8;103.8;49.90366089;1.232784934;8.898704363;34.09168743;42.9903918;11.9903918;143.5;269.5;587;2137.954434
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;23;7630380.066;794031.99;SP;Guariba;49;0-0.1;1.39;26.66;37;4.3;23;14;2.8;17;6;58;25.8;83.8;30.7875895;1.153098303;5.383759803;37.01716924;42.40092904;5.400929043;143.5;263.5;593;2376.822095
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;23.5;7630380.066;794031.99;SP;Guariba;50;0-0.1;2.42;27.5;38;4.8;25;15;3.3;32;11;52;46.3;98.3;47.10071211;1.118712976;7.053904268;38.39258233;45.4464866;7.446486596;143;274;583;2489.075242
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;24;7630380.066;794031.99;SP;Guariba;51;0-0.1;1.84;26.6;29;4.4;21;14;6.5;19;9;88;34.5;122.5;28.16326531;1.247412343;1.792403406;37.04991717;38.84232058;9.842320576;136.5;254.5;609;2569.919949
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;25;7630380.066;794031.99;SP;Guariba;52;0-0.1;3.37;26.7;31;4.6;21;18;6.2;22;12;58;40.2;98.2;40.93686354;1.186282873;4.183002345;39.73524749;43.91824983;12.91824983;142.5;255.5;602;3109.400115
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;25.5;7630380.066;794031.99;SP;Guariba;53;0-0.1;1.74;26.4;38;4.7;20;17;5.9;32;14;52;51.9;103.9;49.9518768;1.188793547;5.503835549;36.83159763;42.33543318;4.335433182;140;242;618;3150.230487
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;26;7630380.066;794031.99;SP;Guariba;54;0-0.1;2.07;27.2;28;4.5;24;24;6.1;26;10;72;42.1;114.1;36.89745837;1.113800786;9.455419184;35.96923546;45.42465464;17.42465464;140.5;260;599.5;2147.561977
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;26.5;7630380.066;794031.99;SP;Guariba;55;0-0.1;3.39;26.2;37;4.4;28;23;5.9;24;10;52;39.9;91.9;43.41675734;1.039135504;16.11416509;31.51551689;47.62968197;10.62968197;142;287.5;570.5;1654.64592
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;27;7630380.066;794031.99;SP;Guariba;56;0-0.1;3.4;26;28;4.8;22;18;6.3;34;18;64;58.3;122.3;47.66966476;1.098845898;6.420777608;38.67639773;45.09717534;17.09717534;145.5;271;583.5;2275.333897
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;27.5;7630380.066;794031.99;SP;Guariba;57;0-0.1;3.35;27.3;30;4.6;23;18;3.8;28;13;80;44.8;124.8;35.8974359;1.174711937;7.261307829;35.01954547;42.2808533;12.2808533;140;267;593;2645.640896
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;28;7630380.066;794031.99;SP;Guariba;58;0-0.1;2.55;26.9;35;4.5;23;70;3.5;27;11;58;41.5;99.5;41.70854271;1.136178539;8.069090119;34.97588156;43.04497168;8.04497168;136.5;270.5;593;2718.070073
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;29;7630380.066;794031.99;SP;Guariba;59;0-0.1;3.26;26.6;30;4.5;24;17;5.4;24;10;58;39.4;97.4;40.45174538;1.099828336;8.778628617;34.81214191;43.59077052;13.59077052;140.5;266.5;593;2020.254266
Espacial;08/11/2008;2008;11;cana-crua;CC;sim;01/01/2006;1042.00;01/01/2000;8.00;palha;cana-de-açúcar;24.5;39;7630380.066;794031.99;SP;Guariba;60;0-0.1;2.45;26.5;29;4.5;23;13;5.4;26;12;64;43.4;107.4;40.40968343;1.147531155;7.053904268;38.9711291;46.02503337;17.02503337;143;262.5;594.5;2871.994942
